ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Alcohol_num,Amphet_num,Amyl_num,Benzos_num,Caff_num,Cannabis_num,Choc_num,Coke_num,Crack_num,Ecstasy_num,Heroin_num,Ketamine_num,Legalh_num,LSD_num,Meth_num,Mushrooms_num,Nicotine_num,Semer_num,VSA_num,Cannabis_user,Coke_user,Ecstasy_user,Heroin_user,Meth_user,Nicotine_user,drug_severity_score,risk_category
527,0.49788,-0.48246,-2.43591,0.21128,0.1144,-0.7717746470135227,-1.574329254232913,0.9524884604846289,-1.1673932249588235,-0.2806825908490981,-1.2339218884607699,0.4286414341014754,CL5,CL0,CL0,CL4,CL5,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL3,5,0,0,4,5,4,4,0,0,0,0,0,0,0,4,0,5,0,3,1,0,0,0,1,1,34,Severe
528,1.09449,0.48246,-2.43591,-0.57009,0.126,-0.5315858834859571,-1.3708973585001358,-0.0852929430446581,0.10588786759307169,-0.6867536326354768,-0.6369222382195563,1.4998731586280873,CL5,CL2,CL0,CL0,CL4,CL4,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1,CL6,CL0,CL3,5,2,0,0,4,4,4,1,0,0,0,0,0,2,0,1,6,0,3,1,1,0,0,0,1,32,Severe
529,-0.95197,0.48246,1.16365,0.21128,-1.10702,1.4574875117453714,0.692672034252731,0.4080437431961789,-2.0380009695523884,1.747662555630899,0.9178545532451186,-0.6921951230069082,CL2,CL3,CL0,CL6,CL4,CL4,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL4,CL0,CL1,CL4,CL0,CL1,2,3,0,6,4,4,4,0,0,0,6,0,0,4,0,1,4,0,1,1,0,0,1,0,1,39,Severe
530,-0.95197,0.48246,1.16365,0.21128,-1.10702,0.8041065286233584,1.1826800550659773,-0.22334515817082828,0.8830629612037807,0.05166573570240984,2.247248052021547,1.6912558543158027,CL3,CL0,CL0,CL0,CL5,CL3,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL2,CL3,CL0,CL2,3,0,0,0,5,3,3,4,0,0,0,0,0,1,0,2,3,0,2,1,1,0,0,0,1,26,High
531,1.82213,-0.48246,-1.7379,0.21128,0.126,1.6064270979322581,0.8089526613585721,-1.1228297541951875,1.7268734033395459,-0.5964964070189619,0.3026622599332816,0.36490392801279975,CL6,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,6,0,3,0,6,4,5,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,32,Severe
532,0.49788,-0.48246,0.45468,0.21128,-0.50212,0.4685557690590049,1.0797170071942606,-0.7467594515448027,-0.6982222224737515,-0.6388466986175998,-1.3548712136321346,-1.7466964294446428,CL1,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,1,0,0,0,6,5,6,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,23,High
533,0.49788,0.48246,1.16365,-0.09765,-0.31685,-1.012546076514275,1.376827361965034,0.3261481606578947,0.12263056698131508,-1.3598951199530165,-0.2176584152325228,-1.2858726185056737,CL4,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL3,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL4,CL0,CL0,4,0,0,0,6,2,4,0,3,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,1,25,High
534,1.82213,-0.48246,1.16365,-0.46841,0.1144,0.22357735750267665,0.20225039552923285,-0.12132953961836784,0.4438379247952005,1.522279130655842,0.12202991816909306,-0.5803545409288972,CL4,CL3,CL1,CL1,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL1,CL0,CL0,CL0,CL5,CL0,CL0,4,3,1,1,5,3,3,0,0,0,2,0,1,0,0,0,5,0,0,1,0,0,1,0,1,28,High
535,1.09449,0.48246,0.45468,-0.57009,0.126,1.2020025384680104,-0.21254991342059257,0.7371730131098378,-1.55025499715261,1.2562792155161797,0.7863436506503719,-0.0882309995583992,CL5,CL0,CL0,CL0,CL4,CL4,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL0,CL0,5,0,0,0,4,4,4,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,23,High
536,0.49788,0.48246,-0.61113,0.21128,-0.22166,-0.1327352026461722,-1.3681772079254038,-1.8869870737826062,-0.7491066967902441,-0.06691910966804687,0.8099921391323499,1.238441032249234,CL3,CL3,CL3,CL0,CL0,CL5,CL2,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL1,CL0,CL4,CL0,CL2,3,3,3,0,0,5,2,0,4,0,2,2,0,0,1,0,4,0,2,1,0,0,1,1,1,31,Severe
537,-0.95197,-0.48246,-2.43591,-0.57009,1.90725,-0.2864335185057189,-0.2981054052157986,-1.646571565698065,-0.8110098186374864,2.1793453990456633,1.364252790341775,-0.08966986278592959,CL6,CL1,CL0,CL0,CL4,CL3,CL6,CL0,CL2,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL4,CL0,CL0,6,1,0,0,4,3,6,0,2,0,0,0,6,1,5,0,4,0,0,1,0,0,0,1,1,38,Severe
538,-0.95197,-0.48246,1.98437,-0.46841,0.126,0.48385340296412244,-0.1448884023308962,-1.5282248533564522,2.4070636504352976,-0.013100404731853994,-0.0015507969811826919,1.1992935148542776,CL4,CL0,CL0,CL0,CL3,CL6,CL4,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,4,0,0,0,3,6,4,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,1,21,High
539,-0.07854,-0.48246,0.45468,0.96098,-0.31685,-0.5595062655451949,-0.9496845733242552,0.16665318110387498,1.0458023643603604,1.096433128404843,0.01767850183687708,0.10795164816935787,CL3,CL0,CL0,CL0,CL1,CL1,CL1,CL2,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL4,CL0,CL0,3,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,4,0,0,1,1,0,0,0,1,14,Moderate
540,0.49788,-0.48246,-1.7379,0.21128,-0.31685,0.2955004831135006,-0.03822420115706395,-1.378103098339042,-0.21708286491610176,0.5661613562018004,-1.887936941591471,0.012379668254104165,CL3,CL0,CL0,CL0,CL4,CL2,CL4,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL2,CL1,CL4,CL0,CL4,3,0,0,0,4,2,4,0,0,1,0,1,0,0,2,1,4,0,4,1,0,1,0,1,1,26,High
541,1.09449,0.48246,-0.05921,-0.57009,-1.10702,0.06350146467145669,-1.0623789670794828,0.32012916497693505,0.7790407440340077,-0.5744979483692321,-1.0127791539205346,-0.2919433019409618,CL3,CL0,CL1,CL0,CL5,CL4,CL5,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,3,0,1,0,5,4,5,0,0,0,3,0,0,0,0,2,4,0,0,1,0,0,1,0,1,27,High
542,1.82213,-0.48246,-1.7379,-0.28519,-1.10702,-0.4904144607484205,1.1133323363471697,0.7530099210641454,0.21124951770871883,0.18235901774691093,-1.362251781235933,0.9820245608988472,CL2,CL0,CL0,CL4,CL4,CL5,CL3,CL2,CL1,CL0,CL1,CL0,CL0,CL0,CL2,CL0,CL3,CL0,CL1,2,0,0,4,4,5,3,2,1,0,1,0,0,0,2,0,3,0,1,1,1,0,1,1,1,28,High
543,1.82213,0.48246,-2.43591,-0.57009,0.126,0.9807372318674138,0.4258244691791599,1.5162497734193843,0.5930372739297485,0.37272402725589654,-0.8406415505229099,0.12947772321688975,CL6,CL0,CL5,CL0,CL3,CL3,CL1,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL6,6,0,5,0,3,3,1,3,0,0,0,0,0,0,5,0,5,0,6,1,1,0,0,1,1,37,Severe
544,1.09449,-0.48246,0.45468,0.21128,1.90725,0.6459879389507739,-0.459603688838314,1.4059075516402755,-1.0535141612473247,-1.3042673743790596,-1.1518718817243467,-0.7325546823255682,CL2,CL0,CL0,CL0,CL4,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL3,CL1,CL3,CL0,CL2,2,0,0,0,4,4,4,0,0,0,0,0,4,2,3,1,3,0,2,1,0,0,0,1,1,29,High
545,2.59171,0.48246,-1.7379,0.24923,0.126,-0.3536705842866262,0.1888406078260851,-0.6954196543338286,1.3733763918793327,0.2879755419142188,-1.0841925089454727,0.3320796059592476,CL5,CL0,CL2,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,5,0,2,0,6,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,1,1,27,High
546,-0.07854,-0.48246,-1.7379,-0.09765,1.90725,-0.014961264940073526,-1.10508976235815,-1.6696379930182157,-0.7677403912703412,1.1409445323532863,1.0892782336953146,-0.4573247104776984,CL4,CL0,CL5,CL0,CL5,CL4,CL3,CL0,CL0,CL5,CL4,CL0,CL1,CL3,CL0,CL0,CL1,CL0,CL2,4,0,5,0,5,4,3,0,0,5,4,0,1,3,0,0,1,0,2,1,0,1,1,0,1,37,Severe
547,1.82213,-0.48246,-0.61113,-0.28519,1.90725,-0.2712755998478369,-1.0036927631192636,-0.6319419983100859,-0.7159720254184325,-0.6915301162068738,-1.9235928572306338,-0.5125886709940031,CL3,CL0,CL0,CL0,CL4,CL3,CL5,CL0,CL0,CL2,CL3,CL0,CL1,CL3,CL0,CL2,CL3,CL0,CL0,3,0,0,0,4,3,5,0,0,2,3,0,1,3,0,2,3,0,0,1,0,1,1,0,1,29,High
548,0.49788,-0.48246,-0.61113,-0.28519,-0.31685,-0.6386476392429525,-0.6338546382772227,0.9768357469361728,0.5902271817774498,-0.21042156610892052,-0.19835142152254207,1.1826485284956558,CL2,CL1,CL2,CL0,CL4,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL1,2,1,2,0,4,4,4,0,0,0,0,0,3,0,0,3,4,0,1,1,0,0,0,0,1,28,High
549,-0.07854,0.48246,0.45468,0.24923,-0.31685,-1.6982696724070359,-0.19192807040910095,-0.3896900688397244,0.34576075174346577,-1.1096035807763627,0.8641572584678064,-0.15936628595244004,CL4,CL0,CL0,CL0,CL6,CL4,CL1,CL2,CL0,CL2,CL0,CL1,CL1,CL0,CL1,CL0,CL4,CL1,CL0,4,0,0,0,6,4,1,2,0,2,0,1,1,0,1,0,4,1,0,1,1,1,0,1,1,27,High
550,0.49788,0.48246,-2.43591,0.21128,-0.31685,-0.4838277443560723,0.14120181248902403,-0.024320590038729002,0.02315673607060893,-0.4827978425641864,-0.3014928889968671,2.1345955514222443,CL4,CL0,CL0,CL2,CL3,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,4,0,0,2,3,5,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,21,High
551,-0.95197,0.48246,1.16365,-0.09765,-0.22166,-0.6240274983156228,0.1451563668960057,-0.5571607444011802,0.8396000835400406,-0.4052034008671678,1.3271084279189869,0.735264379855458,CL5,CL1,CL1,CL2,CL2,CL4,CL3,CL2,CL4,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL4,CL0,CL0,5,1,1,2,2,4,3,2,4,0,1,0,0,0,1,0,4,0,0,1,1,0,1,1,1,30,High
552,-0.07854,-0.48246,-1.43719,-0.28519,-0.31685,0.11489070783535889,-1.3187776664973003,1.5812027649196847,-1.1610552387535877,1.5781624846935967,-0.5995713693163707,-0.7657782833100322,CL4,CL1,CL0,CL3,CL3,CL4,CL6,CL0,CL0,CL0,CL0,CL3,CL5,CL2,CL0,CL0,CL4,CL6,CL0,4,1,0,3,3,4,6,0,0,0,0,3,5,2,0,0,4,6,0,1,0,0,0,0,1,41,Severe
553,1.82213,-0.48246,-1.22751,-0.09765,0.1144,0.44069880152824575,-0.08072888289215824,-1.0144607648192092,1.8443535466753709,-0.317189869148808,1.750743240635172,-0.8344289834215036,CL4,CL4,CL0,CL0,CL4,CL4,CL6,CL1,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL0,CL2,4,4,0,0,4,4,6,1,1,0,0,0,0,0,1,0,4,0,2,1,1,0,0,1,1,31,Severe
554,-0.07854,-0.48246,1.98437,-0.28519,-1.10702,-0.802184669802885,-0.8180553205815546,0.0667655397313135,-0.5006552180457592,-0.5303212520069929,-1.5686170899365988,-1.240759817636925,CL0,CL0,CL0,CL0,CL3,CL6,CL3,CL0,CL0,CL2,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL0,CL0,0,0,0,0,3,6,3,0,0,2,0,3,0,0,0,0,5,0,0,1,0,1,0,0,1,22,High
555,-0.07854,-0.48246,-1.22751,0.21128,-1.10702,0.3734973617270054,-2.253356855725532,1.1082385610999124,-0.0884111371528598,-0.09395656009507429,1.3289755868077573,0.6059428711781424,CL6,CL0,CL3,CL0,CL4,CL5,CL4,CL4,CL0,CL0,CL2,CL1,CL0,CL0,CL0,CL0,CL2,CL0,CL0,6,0,3,0,4,5,4,4,0,0,2,1,0,0,0,0,2,0,0,1,1,0,1,0,1,31,Severe
556,-0.07854,-0.48246,-0.61113,0.96098,1.90725,-0.9562457828666749,2.2786295251209814,1.8415494763953668,1.8598267617926094,-1.707686041136845,-0.8942382883809976,-0.8566152273117552,CL6,CL0,CL4,CL1,CL3,CL5,CL6,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL5,CL0,CL0,6,0,4,1,3,5,6,0,3,0,0,0,5,0,5,0,5,0,0,1,0,0,0,1,1,43,Severe
557,2.59171,0.48246,0.45468,-0.28519,-1.10702,-0.12529251563845517,-0.7986507259529114,-0.6948021015386423,-0.7094400401567997,-2.21784455680912,1.4448984241593805,-2.265615766346117,CL3,CL0,CL1,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL5,CL0,CL0,3,0,1,0,2,4,4,0,0,0,4,0,6,0,0,0,5,0,0,1,0,0,1,0,1,29,High
558,-0.07854,0.48246,-1.22751,0.96098,-0.50212,-0.6024191006608333,-0.7431521541448055,0.9608058661383752,1.023042502522681,-1.3821152379431123,-0.46807077893662535,-1.6514358038114598,CL0,CL0,CL0,CL0,CL2,CL4,CL3,CL0,CL3,CL3,CL4,CL0,CL0,CL4,CL0,CL0,CL2,CL0,CL0,0,0,0,0,2,4,3,0,3,3,4,0,0,4,0,0,2,0,0,1,0,1,1,0,1,25,High
559,0.49788,0.48246,-2.43591,-0.28519,1.90725,0.7461736380790437,-1.3464361223605918,-0.6322649935230937,-0.2143219281976479,0.32410295159315233,1.1045910989030783,-1.1041393762021714,CL5,CL0,CL2,CL0,CL6,CL3,CL2,CL4,CL6,CL0,CL1,CL3,CL3,CL0,CL2,CL0,CL4,CL0,CL0,5,0,2,0,6,3,2,4,6,0,1,3,3,0,2,0,4,0,0,1,1,0,1,1,1,41,Severe
560,-0.95197,0.48246,1.98437,-0.46841,-1.10702,0.11677309999459812,-1.0574929546971739,1.377159868578717,-0.8418345689940653,-0.0026769058100083918,1.2738008064867907,0.33685341611393754,CL5,CL0,CL3,CL0,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL5,CL0,CL1,CL0,CL6,CL3,CL0,CL5,5,0,3,0,4,5,5,0,0,0,0,5,0,1,0,6,3,0,5,1,0,0,0,0,1,42,Severe
561,1.09449,-0.48246,-1.22751,0.21128,-0.50212,-0.11016792583177916,-0.18867231491411646,1.7294670517292743,-0.3837391923654692,0.8691051213945836,-0.5779525581774133,-0.08262319786215547,CL4,CL0,CL0,CL0,CL3,CL2,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,4,0,0,0,3,2,4,2,5,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,26,High
562,-0.07854,-0.48246,1.98437,0.24923,-0.22166,-0.6252497601148851,1.351813324120028,-0.8895948985377163,0.5662801967721954,-1.5203710323543804,1.021896801884939,0.9428421753324889,CL4,CL0,CL0,CL0,CL3,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL1,CL1,CL4,CL0,CL0,4,0,0,0,3,0,4,0,0,3,0,0,0,0,1,1,4,0,0,0,0,1,0,1,1,20,High
563,1.82213,-0.48246,-0.05921,0.96098,-1.10702,-0.3288413083765391,-0.19434867154767999,0.6534635088850312,1.0142663297577352,-0.20406319607926093,-0.027966058777054412,-0.9071906237979962,CL5,CL0,CL2,CL0,CL4,CL4,CL4,CL1,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL3,CL0,CL0,5,0,2,0,4,4,4,1,0,0,0,0,3,0,1,0,3,0,0,1,1,0,0,1,1,27,High
564,-0.07854,0.48246,-2.43591,0.24923,-0.50212,1.8290608123260512,-0.32356230923467477,1.1132865277717887,0.22560591991783413,-1.5918220522307343,-1.4626022271731902,-0.3243571825970377,CL2,CL0,CL3,CL0,CL4,CL2,CL2,CL3,CL1,CL0,CL1,CL0,CL0,CL3,CL0,CL4,CL4,CL0,CL0,2,0,3,0,4,2,2,3,1,0,1,0,0,3,0,4,4,0,0,1,1,0,1,0,1,29,High
565,1.82213,-0.48246,-1.43719,0.21128,0.126,-0.501084120722546,1.2002739770213877,-0.29426738762309357,-1.5979436518851875,0.26732050937813845,0.5083097056604505,1.7473334605404953,CL4,CL3,CL0,CL0,CL4,CL6,CL2,CL0,CL0,CL0,CL2,CL5,CL0,CL0,CL1,CL0,CL5,CL0,CL1,4,3,0,0,4,6,2,0,0,0,2,5,0,0,1,0,5,0,1,1,0,0,1,1,1,33,Severe
566,0.49788,-0.48246,-1.7379,-0.57009,0.1144,0.47940691759648335,-0.5243965305350834,0.547714440193157,0.6355316496618255,-1.3778984665331833,-1.016571137578464,-0.341179097824824,CL0,CL1,CL4,CL1,CL6,CL5,CL6,CL0,CL3,CL1,CL0,CL5,CL0,CL0,CL0,CL0,CL4,CL0,CL2,0,1,4,1,6,5,6,0,3,1,0,5,0,0,0,0,4,0,2,1,0,1,0,0,1,38,Severe
567,1.82213,-0.48246,1.98437,0.24923,0.126,-0.11264631688768885,0.02114939557566584,0.6000172606433531,-0.14213183461593104,-0.24336829695754075,-0.65301469808036,0.22445450364200248,CL2,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL5,CL3,CL0,CL2,2,0,0,0,4,4,5,0,0,0,0,0,0,1,0,5,3,0,2,1,0,0,0,0,1,26,High
568,1.09449,-0.48246,-2.43591,0.21128,-0.50212,0.4508253145740378,-0.9215700652129813,2.0096501357897743,-1.1024827668287895,0.2063968896770385,-0.8927843039485224,-0.6562945180863302,CL6,CL2,CL6,CL0,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0,6,2,6,0,6,3,4,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,1,34,Severe
569,-0.95197,0.48246,1.98437,0.24923,1.90725,0.8369758726932388,1.6851335009525699,-1.971001719199911,0.3463936203494673,-0.3911991834012795,0.37821728101145463,-0.22554369239194977,CL4,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL6,CL0,CL1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,1,1,0,0,0,0,1,21,High
570,1.82213,0.48246,1.98437,0.96098,-0.31685,-0.35397849332107656,1.0485102400358464,-0.05591350205486029,1.1338395186471173,-2.21784455680912,-0.985578741187551,0.4752681221146789,CL5,CL0,CL0,CL0,CL5,CL4,CL4,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,5,0,0,0,5,4,4,0,0,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,25,High
571,1.82213,-0.48246,1.16365,-0.46841,-0.31685,0.709773426445123,-0.15298736953336672,-1.250253401920344,0.006718947997194689,1.6623327448546679,-1.226354385446892,0.6570935227282199,CL4,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,4,0,0,0,5,3,4,0,0,0,0,3,0,0,5,0,4,0,0,1,0,0,0,1,1,28,High
572,-0.95197,0.48246,1.16365,0.24923,-0.31685,2.3955193118893208,-0.399443281870726,0.013798077733433013,0.923332691789261,-0.49737587304286685,-1.0433717277965953,0.11812915408359433,CL5,CL3,CL3,CL0,CL2,CL6,CL4,CL0,CL0,CL0,CL1,CL2,CL3,CL4,CL0,CL0,CL5,CL0,CL6,5,3,3,0,2,6,4,0,0,0,1,2,3,4,0,0,5,0,6,1,0,0,1,0,1,44,Severe
573,1.09449,0.48246,-2.43591,0.96098,1.90725,0.5675399941917048,-0.031839456636738726,-0.7828580025820913,0.46239603444059485,-1.6095072974234057,-0.7097793572127951,-0.2598355374912037,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL3,CL4,CL6,CL1,CL2,4,0,0,0,3,2,6,0,0,0,5,0,0,0,3,4,6,1,2,1,0,0,1,1,1,36,Severe
574,-0.07854,-0.48246,1.16365,-0.28519,-1.10702,1.6135814645997961,-0.13838257861080067,-0.2549172193665906,0.4753042948266761,0.7611960007958736,0.49666879318063917,0.13020588122500582,CL0,CL0,CL2,CL0,CL4,CL5,CL0,CL0,CL5,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,0,0,2,0,4,5,0,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,18,High
575,1.82213,-0.48246,-1.43719,0.21128,-0.31685,0.481046000106614,-1.5468196653226733,-0.8741473386855251,-0.30548695105263635,0.7985697342715286,0.9090722428854773,-0.7361285703771391,CL5,CL3,CL0,CL1,CL2,CL5,CL4,CL0,CL0,CL3,CL0,CL6,CL1,CL0,CL0,CL0,CL4,CL0,CL0,5,3,0,1,2,5,4,0,0,3,0,6,1,0,0,0,4,0,0,1,0,1,0,0,1,34,Severe
576,-0.95197,-0.48246,0.45468,-0.09765,0.126,-0.9319616221975062,1.0826674514253745,0.1553674531356774,0.818696538827341,-0.3021809007005816,0.8947475499648531,-0.21549777746110094,CL2,CL0,CL1,CL0,CL5,CL6,CL3,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,2,0,1,0,5,6,3,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,21,High
577,0.49788,-0.48246,-2.43591,-0.57009,1.90725,0.2756939972529835,-0.2271377802443857,1.0738941701834959,0.914178845430299,1.5362482255597447,-0.03475587404646305,0.3323394028343585,CL4,CL1,CL0,CL1,CL5,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL4,CL0,CL0,4,1,0,1,5,4,4,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,1,28,High
578,-0.95197,0.48246,-2.43591,-0.09765,1.90725,-0.33038379620993097,1.8983403760461453,-0.3727347874322195,0.7926678402137736,-0.7406959375386328,-0.06055779254339352,0.9869916824665322,CL4,CL0,CL0,CL0,CL3,CL4,CL4,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL4,4,0,0,0,3,4,4,0,0,0,2,0,0,0,1,0,6,0,4,1,0,0,1,1,1,28,High
579,0.49788,-0.48246,-0.61113,0.21128,-0.31685,-0.5959406973175736,0.42181571076258223,1.4306222057285443,-0.31378673672374935,0.17564858829497557,-0.18372445568045048,-0.9115170289562126,CL0,CL0,CL0,CL0,CL1,CL6,CL4,CL0,CL0,CL1,CL0,CL0,CL4,CL0,CL1,CL0,CL6,CL0,CL0,0,0,0,0,1,6,4,0,0,1,0,0,4,0,1,0,6,0,0,1,0,1,0,1,1,23,High
580,1.09449,0.48246,-0.61113,-0.46841,0.126,-0.07258521040228567,-2.253356855725532,1.0439568080091193,0.985079769488608,0.5108016394234244,0.44415202082106486,-0.17720123992601125,CL1,CL5,CL0,CL0,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL6,CL0,CL2,1,5,0,0,6,5,2,0,0,0,0,0,0,2,0,0,6,0,2,1,0,0,0,0,1,29,High
581,-0.07854,-0.48246,1.16365,0.24923,-0.22166,-0.15475007872875218,-1.2816234498490506,2.034069018956833,0.38631450480951224,1.5139982184565095,1.119593555895637,-1.005081770186085,CL5,CL0,CL1,CL0,CL3,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL5,5,0,1,0,3,5,4,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,1,25,High
582,-0.95197,-0.48246,0.45468,-0.46841,1.90725,-1.059924905792861,-2.146055106718261,0.4113570120574287,-0.9723254614270641,-1.9433093763805336,-0.15109780500927686,-0.4444427910126572,CL3,CL2,CL0,CL0,CL1,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL5,CL0,CL1,3,2,0,0,1,5,6,0,0,3,0,0,6,0,0,0,5,0,1,1,0,1,0,0,1,32,Severe
583,2.59171,-0.48246,1.16365,-0.09765,-0.31685,2.3955193118893208,-1.2940480543188981,-0.06164404163127847,-0.3814922842799467,2.2918055777247517,0.5326357433023468,1.000504177131177,CL4,CL4,CL0,CL0,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL5,CL0,CL4,4,4,0,0,3,4,4,0,0,0,0,0,3,0,0,2,5,0,4,1,0,0,0,0,1,33,Severe
584,1.82213,-0.48246,-0.05921,-0.57009,0.1144,0.8078709144721968,-1.6336016741893802,-1.5852371965435528,-0.5304089742296318,1.1738726998258786,-1.240430457832238,-0.5365266011739941,CL4,CL0,CL0,CL0,CL6,CL0,CL2,CL0,CL4,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL4,CL0,CL0,4,0,0,0,6,0,2,0,4,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,1,22,High
585,1.09449,-0.48246,-0.05921,0.96098,-0.50212,0.24439024584211475,0.25256749038184045,-0.781687121593047,-1.98789687951153,0.4494559945440309,0.8526748436150817,-0.09599526618925949,CL3,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL1,CL0,CL2,CL0,CL0,CL3,CL4,CL0,CL5,CL0,CL0,3,0,0,0,5,2,5,0,1,0,2,0,0,3,4,0,5,0,0,1,0,0,1,1,1,30,High
586,-0.95197,0.48246,-1.7379,-0.57009,-1.10702,0.08988011125097287,-0.31608534160627566,-0.20790298949924071,1.0034130501783403,-0.799652252504667,0.21606809225355242,-1.236793539871822,CL5,CL0,CL0,CL1,CL4,CL4,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,5,0,0,1,4,4,3,0,0,6,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,29,High
